feature,mean_abs_shap
c_VSA_EState7,0.0689038896135611
nc_AATS0d,0.06827955980113481
c_PEOE_VSA8,0.06802967096831654
nc_MIC4,0.0679806980083366
nc_Xp-6dv,0.06789465485578539
nc_NssS,0.06750650566718377
c_ETA_dEpsilon_A,0.06737945792666139
c_VR2_A,0.06699476530786565
nc_Xp-5dv,0.0666061327296137
c_AATS0p,0.0663380857191849
nc_ATS5d,0.06622213819305403
nc_ATSC8p,0.06619758636683853
nc_SIC2,0.06556029911129296
c_ATSC7d,0.06552009928111262
nc_ATSC5d,0.06549050926796951
nc_MIC1,0.06548693727454787
c_ETA_shape_p,0.06543249191157342
c_ATSC2pe,0.06523911117557535
nc_MIC0,0.06511066674856822
c_ATSC4v,0.06496225984221903
nc_ATSC2dv,0.06445909409045385
nc_ATS8p,0.06424475331830669
c_ATSC4d,0.06346082747795583
c_BCUTpe-1h,0.06338153019774108
nc_Diameter,0.06335963858926681
c_ATSC8Z,0.062931935800455
nc_ATSC0p,0.06241041319077443
nc_EState_VSA9,0.06234969748683159
nc_ATSC4pe,0.06228568054787618
c_ATS7pe,0.06118459973972231
c_EState_VSA2,0.061052334117736876
nc_ATSC5p,0.06101904480648
nc_ATSC1dv,0.06080628455164448
c_BCUTp-1l,0.060727309992830394
c_AATSC0v,0.060483204162865
c_PEOE_VSA2,0.0604402704611266
nc_ATSC5i,0.05920002456328627
c_fMF,0.058830178496822594
nc_ATSC6i,0.05870695235448509
nc_SsssCH,0.058559532000617975
nc_ATSC7i,0.058514978947125026
nc_GGI6,0.05834275870825452
nc_BalabanJ,0.05831222953826376
nc_PEOE_VSA7,0.058202308271464866
nc_JGI10,0.05819061892395842
nc_ATS5pe,0.05789319666802377
c_ATS3pe,0.057884713598541256
c_nHRing,0.05755538292590792
c_ETA_eta,0.057462013488536405
nc_CIC2,0.057143366252082356
c_ATS7p,0.05713199212562367
c_ATSC6dv,0.056872843664627366
c_SdssC,0.056778656927063506
c_AMID,0.05614029096352731
nc_ATSC6dv,0.056091217439979586
c_AATSC0pe,0.05588540681091679
c_Xp-7dv,0.055507171804698656
nc_AATSC0v,0.055267623363108025
c_ATS6dv,0.0552673680011813
c_ATSC4pe,0.054878524138726355
nc_EState_VSA5,0.054763066183609335
c_BCUTd-1h,0.054671306271600106
nc_Xp-3dv,0.05466944050577537
c_AMID_h,0.054585455998022274
nc_ATS5i,0.05454877915742702
nc_Xp-7d,0.054548483017864524
nc_ATSC6d,0.05433123388364038
c_ATSC3dv,0.05433005676916726
c_Xp-3dv,0.0542569668444076
c_ATS5d,0.05422283255285878
c_ATSC3d,0.05401129169546223
nc_ATSC3d,0.05400689793826518
c_MIC5,0.053911615222928075
c_ATSC6d,0.05382356606638346
nc_nRot,0.05328880015878902
c_Xp-4dv,0.053246218203561284
nc_ATS7i,0.05309521114857638
nc_ATS7d,0.05304870522259106
c_ATSC3p,0.05290381517040681
nc_PEOE_VSA1,0.05275718869248703
c_SMR_VSA1,0.052196236308965895
c_ETA_eta_L,0.051901552429693
nc_EState_VSA3,0.05184325724061908
c_ATSC5Z,0.051184610639730864
nc_ATSC7Z,0.05056603998662556
nc_TIC2,0.050504679844440015
c_ATS3m,0.05013427835072732
c_ETA_epsilon_4,0.05006866809835723
c_AETA_eta_RL,0.050065978633271176
c_MID_O,0.04988054144459652
c_PEOE_VSA10,0.04986998722242613
c_ATSC6v,0.04973845570653302
c_SpMAD_Dzp,0.04948499908741424
nc_JGI3,0.049210230719201706
nc_ATSC5v,0.049020766681625215
c_ATS8i,0.04898077551619384
nc_ATS2m,0.048690327432127777
nc_ATSC8m,0.04866256728723039
c_IC2,0.04844780547647989
nc_AATSC0i,0.04844658818442092
c_ATSC4Z,0.0483783090397429
c_AATS0d,0.048221816761228865
nc_ATS2i,0.04821688055307338
c_ATS5i,0.04785389617783061
c_ATSC5dv,0.047633660397770936
nc_ATSC7p,0.047557241961017245
nc_ATSC5m,0.04750556405005061
c_PEOE_VSA9,0.0474230691420751
c_LabuteASA,0.04731095411852938
nc_SMR,0.04706435479009105
c_CIC2,0.04705370891693172
c_ATSC5d,0.04702101641725532
c_ATS7i,0.04692560275427377
nc_JGI4,0.046839466153497204
c_ETA_alpha,0.04683438696048327
nc_NdssC,0.046350656455518356
nc_ATSC7pe,0.04626133742975719
c_ATSC7pe,0.04581183994859665
c_AMID_N,0.045784948210027876
nc_SssCH2,0.045774959284407626
nc_SaaCH,0.04558119609402737
nc_CIC3,0.045459504919947775
c_Xp-6dv,0.04539037988569253
nc_SlogP_VSA2,0.04536492168225774
nc_C1SP3,0.04497000535932988
c_PEOE_VSA12,0.04493977379439048
nc_nHBAcc,0.04462225000480834
c_EState_VSA8,0.044612346884561296
nc_ATSC0v,0.04457229642856799
c_PEOE_VSA7,0.04452845495560781
nc_EState_VSA6,0.04429510116529207
nc_Xp-7dv,0.04427203149744609
c_MIC0,0.043919463134128506
c_ZMIC0,0.04376833925671304
c_ATSC6Z,0.043673110675445354
c_ATSC7m,0.04364975074599116
nc_Sp,0.04353728868916018
nc_PEOE_VSA11,0.04353394179371322
c_ATSC6i,0.04331522238012007
c_SaasC,0.04306028406852804
c_MIC1,0.04297407965697645
c_ATS3p,0.042375359380322865
c_TIC1,0.04237036440738717
c_ATSC4dv,0.042245842693839776
c_SlogP_VSA4,0.042138028835556424
c_TSRW10,0.041841105589016325
c_Xp-3d,0.0416660049842218
c_AETA_beta,0.041653861275967485
c_ETA_epsilon_3,0.04152041546962928
c_ATSC0v,0.04140859226924364
nc_nHetero,0.041368497834943625
nc_AATSC0Z,0.041336732136207345
c_ATSC0pe,0.0410635044171835
nc_TIC1,0.040627708023664715
c_ATSC7i,0.04060023854034099
nc_CIC5,0.04058697631465856
nc_SIC5,0.040555814433486145
c_C2SP3,0.040524919896094774
nc_ATS4Z,0.040377583922618185
c_ZMIC4,0.04037430857580327
c_ATSC5p,0.040275991786096234
nc_ATS3p,0.04027453644252339
nc_ATS4m,0.04006119705419357
nc_EState_VSA1,0.03993477213537183
nc_AATSC0m,0.03989250706534073
c_ATS2p,0.039878323290969166
